,Date,Close,STO,RSI,MACD,Defuzzification,Direction,Enter_price,Long,Short,Equity_long,Equity_short,Gain
68,1996-02-11,1094.6,86.54776964626778,64.72345015231362,-2.5334599086067016,3.6426197012656414,1,765.38,0.0,0.0,0.0,0.0,0.0
69,1996-02-18,1090.71,95.225594511983,63.70070596779433,-0.7130616903229665,3.3356354331914284,1,765.38,0.0,0.0,0.0,0.0,0.0
70,1996-02-25,1117.79,95.76405408199487,67.54542832278615,1.960284760890893,3.354041227142648,1,765.38,0.0,0.0,0.0,0.0,0.0
71,1996-03-03,1086.08,89.03006247164028,59.58662363352327,1.2717930603484113,3.584708779829293,1,765.38,0.0,0.0,0.0,0.0,0.0
72,1996-03-10,1063.73,78.40236686390533,54.694871301377795,-0.8933071317743071,3.7590770378719705,1,765.38,0.0,0.0,0.0,0.0,0.0
73,1996-03-17,1099.59,74.41376287530133,60.323090021531385,-0.1535565515525974,3.772339597461044,1,765.38,0.0,0.0,0.0,0.0,0.0
74,1996-03-24,1102.22,77.95090948937104,60.708613734737156,0.24780828644923858,3.7795049026661958,1,765.38,0.0,0.0,0.0,0.0,0.0
75,1996-03-31,1101.4,86.2064431295201,60.5111934563569,0.19530354343473277,3.674002094155164,1,765.38,0.0,0.0,0.0,0.0,0.0
76,1996-04-07,1118.21,90.28709182555343,63.15630031771048,0.9857348021669807,3.5401897036671817,1,765.38,0.0,0.0,0.0,0.0,0.0
77,1996-04-14,1100.94,90.0065746219593,58.79871072909818,0.0859136317878928,3.5414879777711707,1,765.38,0.0,0.0,0.0,0.0,0.0
78,1996-04-21,1138.7,93.59524800072568,64.55689702242532,1.6855353224489633,3.432675750833202,1,765.38,0.0,0.0,0.0,0.0,0.0
79,1996-04-28,1186.89,93.97237311968432,70.26787493157295,5.42968112155053,3.4604333865338206,1,765.38,0.0,0.0,0.0,0.0,0.0
80,1996-05-05,1184.6,95.34799928439234,69.69318669697812,7.087807764686939,3.4335470490699076,1,765.38,0.0,0.0,0.0,0.0,0.0
81,1996-05-12,1202.76,96.2733694395206,71.67179398222783,8.640452952673009,3.4197858112858497,1,765.38,0.0,0.0,0.0,0.0,0.0
82,1996-05-19,1241.88,95.96683771515775,75.39792971048836,11.363517075262607,3.4564950287403775,1,765.38,0.0,0.0,0.0,0.0,0.0
83,1996-05-26,1247.8,98.34319213608744,75.9142361785392,12.532783397558603,3.3980366537291076,1,765.38,0.0,0.0,0.0,0.0,0.0
84,1996-06-02,1243.43,96.73403691676079,74.66852349036742,11.981615978791837,3.4397489064835773,1,765.38,0.0,0.0,0.0,0.0,0.0
85,1996-06-09,1229.76,93.34065988361289,70.75708628012113,9.760194328368812,3.517661184596255,1,765.38,0.0,0.0,0.0,0.0,0.0
86,1996-06-16,1213.18,87.02019825181235,66.22574915585415,6.400385418517267,3.682272322957618,1,765.38,0.0,0.0,0.0,0.0,0.0
87,1996-06-23,1175.44,73.60490993201078,57.2399316719579,1.1382146241421225,3.79550195515758,1,765.38,0.0,0.0,0.0,0.0,0.0
88,1996-06-30,1185.02,64.55943217739947,58.769257984206874,-2.0232104257258854,3.709824006100327,1,765.38,0.0,0.0,0.0,0.0,0.0
89,1996-07-07,1158.35,52.018306378167644,53.07787883030101,-6.010980623600332,2.9302725923164727,1,765.38,0.0,0.0,0.0,0.0,0.0
90,1996-07-14,1103.49,36.036490489997895,43.702460209653175,-12.092962150311394,3.1512368824946884,1,765.38,0.0,0.0,0.0,0.0,0.0
91,1996-07-21,1097.68,28.01101256611982,42.83943037425635,-16.010908527542007,3.121616067911993,1,765.38,0.0,0.0,0.0,0.0,0.0
92,1996-07-28,1079.44,24.038919866924985,40.158238101750314,-19.123855836257537,3.2449035757168154,1,765.38,0.0,0.0,0.0,0.0,0.0
93,1996-08-04,1124.92,37.51423458597693,48.76825027693609,-17.45901080815626,2.402091901138758,1,765.38,0.0,0.0,0.0,0.0,0.0
94,1996-08-11,1137.27,42.881351336695424,50.83682174300383,-14.961298617008957,2.1976662987718885,1,765.38,0.0,0.0,0.0,0.0,0.0
95,1996-08-18,1133.65,50.23046472534031,50.19703432231636,-13.0575638889765,2.4464834752121325,1,765.38,0.0,0.0,0.0,0.0,0.0
96,1996-08-25,1143.05,52.68830323735157,51.89018255298072,-10.765252835502483,2.8461714033330967,1,765.38,0.0,0.0,0.0,0.0,0.0
97,1996-09-01,1141.5,53.26175370099238,51.578796249187626,-9.02382363250802,2.9627405207957236,1,765.38,0.0,0.0,0.0,0.0,0.0
98,1996-09-08,1139.39,54.03991106772954,51.12899875009026,-7.734135869782898,3.0757522630878267,1,765.38,0.0,0.0,0.0,0.0,0.0
99,1996-09-15,1188.67,61.62504269749113,59.92013500517768,-3.4979810500710258,3.608618108853794,1,765.38,0.0,0.0,0.0,0.0,0.0
100,1996-09-22,1219.69,76.67230756273568,64.27631488565004,1.205558067915847,3.7966804127266998,1,765.38,0.0,0.0,0.0,0.0,0.0
101,1996-09-29,1230.05,91.20276255603441,65.62026969474509,4.634256671358992,3.541177016155739,1,765.38,0.0,0.0,0.0,0.0,0.0
102,1996-10-06,1247.56,98.6980435611602,67.82358732888524,7.529905779531116,3.3197682109672626,1,765.38,0.0,0.0,0.0,0.0,0.0
103,1996-10-13,1248.27,97.81103057650334,67.91338301248956,8.850356149317424,3.3718962403351775,1,765.38,0.0,0.0,0.0,0.0,0.0
104,1996-10-20,1242.48,95.39757968491055,66.28872337404505,8.679295709506611,3.4483857725916884,1,765.38,0.0,0.0,0.0,0.0,0.0
105,1996-10-27,1222.6,89.18169078501585,60.9015851039668,6.663379706771497,3.6172781964123577,1,765.38,0.0,0.0,0.0,0.0,0.0
106,1996-11-03,1221.78,82.59081300706687,60.682524508910404,4.797999108143735,3.8238066360131744,1,765.38,0.0,0.0,0.0,0.0,0.0
107,1996-11-10,1257.51,83.46281971359299,66.36045002613062,5.446357519862911,3.7957586933413534,1,765.38,0.0,0.0,0.0,0.0,0.0
108,1996-11-17,1261.8,86.91614229910427,66.97708538938866,5.617450123846375,3.6814742770474194,1,765.38,0.0,0.0,0.0,0.0,0.0
109,1996-11-24,1274.36,94.55609845960771,68.78138601011126,5.995401583344986,3.4467288517034738,1,765.38,0.0,0.0,0.0,0.0,0.0
110,1996-12-01,1292.61,96.92512855584528,71.24026048129846,6.8326531000855155,3.3763269038448906,1,765.38,0.0,0.0,0.0,0.0,0.0
111,1996-12-08,1287.68,95.18879252234807,69.64446194814042,6.4190284407723155,3.4312392186573604,1,765.38,0.0,0.0,0.0,0.0,0.0
112,1996-12-15,1284.91,87.47231522437114,68.71311872977624,5.366277605524019,3.662989389418676,1,765.38,0.0,0.0,0.0,0.0,0.0
113,1996-12-22,1288.56,79.4424198709775,69.29578377314193,4.365600373063792,3.8498689257217333,1,765.38,0.0,0.0,0.0,0.0,0.0
114,1996-12-29,1291.38,76.26907036567233,69.76429257145303,3.3871002727747523,3.8339002862555422,1,765.38,0.0,0.0,0.0,0.0,0.0
115,1997-01-05,1310.68,80.33795104409302,72.82095078162018,3.517790174493598,3.8360791418605156,1,765.38,0.0,0.0,0.0,0.0,0.0
116,1997-01-12,1332.02,88.59057660087454,75.7411875899603,4.4590181790915295,3.6222227288656095,1,765.38,0.0,0.0,0.0,0.0,0.0
117,1997-01-19,1349.05,95.99993904806566,77.791879992793,5.573717901084052,3.3933318846827647,1,765.38,0.0,0.0,0.0,0.0,0.0
118,1997-01-26,1363.83,94.52104545514037,79.41803621592808,6.582418559319308,3.453906918106556,1,765.38,0.0,0.0,0.0,0.0,0.0
119,1997-02-02,1379.85,91.58421291708083,81.03869454467569,7.53593454238225,3.551426684289115,1,765.38,0.0,0.0,0.0,0.0,0.0
120,1997-02-09,1357.71,85.77027948193593,72.53772650110888,5.9524189862423285,3.720245754923689,1,765.38,0.0,0.0,0.0,0.0,0.0
121,1997-02-16,1367.19,86.2474437627812,73.80483134288089,4.86609947688126,3.699644877542836,1,765.38,0.0,0.0,0.0,0.0,0.0
122,1997-02-23,1334.32,74.50226459248522,62.95799683837129,1.4345905933950434,3.8006573329982998,1,765.38,0.0,0.0,0.0,0.0,0.0
123,1997-03-02,1309.0,60.17524215383302,56.11641086530041,-2.808398550279584,3.566927222285972,1,765.38,0.0,0.0,0.0,0.0,0.0
124,1997-03-09,1311.8,45.126238012937684,56.677074867596296,-5.53662968300717,1.993335253854163,1,765.38,0.0,0.0,0.0,0.0,0.0
125,1997-03-16,1292.97,35.826086956521756,51.87695602566284,-8.540178425430085,2.3341961343993507,1,765.38,0.0,0.0,0.0,0.0,0.0
126,1997-03-23,1254.07,25.867751828938623,43.65201452808814,-12.820195642303304,3.136405606540065,1,765.38,0.0,0.0,0.0,0.0,0.0
127,1997-03-30,1249.51,15.964620365651163,42.795458180976226,-15.455194600130156,3.1394019961236967,1,765.38,0.0,0.0,0.0,0.0,0.0
128,1997-04-06,1236.73,13.22268739355217,40.40262759422703,-17.41035266481082,3.26519002982666,1,765.38,0.0,0.0,0.0,0.0,0.0
129,1997-04-13,1206.9,11.998166141883004,35.42390641041737,-19.885316464494185,3.466437207974606,1,765.38,0.0,0.0,0.0,0.0,0.0
130,1997-04-20,1222.57,12.65071052159301,39.63227192737848,-19.60731637419114,3.267679732994652,1,765.38,0.0,0.0,0.0,0.0,0.0
131,1997-04-27,1209.29,8.48530358527127,37.40736154405429,-19.421217402877424,3.3916806878639525,1,765.38,0.0,0.0,0.0,0.0,0.0
132,1997-05-04,1305.33,26.210500703390142,56.448881942133006,-12.281663996599189,1.3069704553713992,1,765.38,0.0,0.0,0.0,0.0,0.0
133,1997-05-11,1335.05,46.583573239600035,60.45774426327786,-5.3624823162071475,2.2407724453091364,1,765.38,0.0,0.0,0.0,0.0,0.0
134,1997-05-18,1340.73,71.3443011109287,61.19296294151854,-0.46609475764175734,3.766799922486459,1,765.38,0.0,0.0,0.0,0.0,0.0
135,1997-05-25,1389.72,85.18614110509094,66.90803190396177,5.670773250856801,3.7382218549998654,1,765.38,0.0,0.0,0.0,0.0,0.0
136,1997-06-01,1400.32,91.73621758209727,68.0059338076148,9.800560658296241,3.5626349984067165,1,765.38,0.0,0.0,0.0,0.0,0.0
137,1997-06-08,1404.84,96.43836812226152,68.48606598828847,12.045509692355498,3.4487739156875428,1,765.38,0.0,0.0,0.0,0.0,0.0
138,1997-06-15,1423.03,95.93190785737289,70.41052049810011,13.836327922641885,3.4785929438346623,1,765.38,0.0,0.0,0.0,0.0,0.0
139,1997-06-22,1447.1,97.21921494252307,72.77933891714288,15.592340185391365,3.459355009835116,1,765.38,0.0,0.0,0.0,0.0,0.0
140,1997-06-29,1438.15,96.0390161281711,70.51870417706448,15.091686320958466,3.48533092960687,1,765.38,0.0,0.0,0.0,0.0,0.0
141,1997-07-06,1467.61,96.3573553616202,73.44284467198997,15.619682411137426,3.4808775161720193,1,765.38,0.0,0.0,0.0,0.0,0.0
142,1997-07-13,1502.62,97.10681232803877,76.43426052152992,17.083325555522507,3.4737608431238276,1,765.38,0.0,0.0,0.0,0.0,0.0
143,1997-07-20,1547.99,96.74129090730344,79.63557755951439,19.67890219741249,3.499475508529505,1,765.38,0.0,0.0,0.0,0.0,0.0
144,1997-07-27,1569.58,95.83348037256398,80.96101704792173,21.285452165463326,3.52898470964578,1,765.38,0.0,0.0,0.0,0.0,0.0
145,1997-08-03,1594.33,95.51131367924192,82.37705090935032,22.341031337533607,3.5410438183596753,1,765.38,0.0,0.0,0.0,0.0,0.0
146,1997-08-10,1598.52,94.50484381064636,82.61281768534896,21.63292658666392,3.557764457570611,1,765.38,0.0,0.0,0.0,0.0,0.0
147,1997-08-17,1562.03,87.43286795821025,73.40278672638952,17.211090562575045,3.7120971064515786,1,765.38,0.0,0.0,0.0,0.0,0.0
148,1997-08-24,1598.69,83.46636117336469,76.2656127699553,15.322394225907033,3.825963830169277,1,765.38,0.0,0.0,0.0,0.0,0.0
149,1997-08-31,1587.32,81.50000555170152,73.61893516524447,12.020344124130048,3.884821932129156,1,765.38,0.0,0.0,0.0,0.0,0.0
150,1997-09-07,1635.77,89.17118169434438,77.24306715746124,11.79570604015764,3.6443229167020585,1,765.38,0.0,0.0,0.0,0.0,0.0
151,1997-09-14,1649.33,92.27102594985594,78.1478741929995,11.258222998435429,3.557506450632863,1,765.38,0.0,0.0,0.0,0.0,0.0
152,1997-09-21,1680.36,98.21490709441066,80.09793089807226,11.642065366582344,3.3920560486333793,1,765.38,0.0,0.0,0.0,0.0,0.0
153,1997-09-28,1682.24,96.23936724210864,80.21314115912114,10.69643547918534,3.442066195832088,1,765.38,0.0,0.0,0.0,0.0,0.0
154,1997-10-05,1715.87,96.28932043132853,82.19835283658105,10.968921105535102,3.443214388982159,1,765.38,0.0,0.0,0.0,0.0,0.0
155,1997-10-12,1739.03,95.13898459715988,83.43122153922725,11.297442460132629,3.479477663220942,1,765.38,0.0,0.0,0.0,0.0,0.0
156,1997-10-19,1666.85,86.54069160851164,67.6957121542332,5.533739066359431,3.6935375140430207,1,765.38,0.0,0.0,0.0,0.0,0.0
157,1997-10-26,1650.92,72.82831887840096,64.79133690692152,-0.16917883866554462,3.772064864338329,1,765.38,0.0,0.0,0.0,0.0,0.0
158,1997-11-02,1593.61,55.699271563354046,55.556563280029096,-8.175430532727233,3.202469109660917,1,765.38,0.0,0.0,0.0,0.0,0.0
159,1997-11-09,1602.4,49.54856495278838,56.57880645508536,-12.968685241008671,2.3494719610887924,1,765.38,0.0,0.0,0.0,0.0,0.0
160,1997-11-16,1583.51,45.00365212883771,53.71921488572928,-17.233740029926068,1.5496129524318007,1,765.38,0.0,0.0,0.0,0.0,0.0
161,1997-11-23,1620.75,48.20103202092321,58.204053211038456,-17.322783472974095,1.910620319550381,1,765.38,0.0,0.0,0.0,0.0,0.0
162,1997-11-30,1600.55,47.98308239673903,55.08579499052139,-18.41592058490619,1.8106174788416958,1,765.38,0.0,0.0,0.0,0.0,0.0
163,1997-12-07,1633.9,53.91955891708492,58.99201277170595,-16.621690596630287,2.7872640753212266,1,765.38,0.0,0.0,0.0,0.0,0.0
164,1997-12-14,1536.58,44.00344006974391,46.32946799297934,-21.412941284312367,2.578750023720756,1,765.38,0.0,0.0,0.0,0.0,0.0
165,1997-12-21,1524.74,35.07221790249998,45.062182999216546,-24.576740071794816,2.6225891979324985,1,765.38,0.0,0.0,0.0,0.0,0.0
166,1997-12-28,1511.38,20.63806225112513,43.61251823727387,-26.595619463861127,2.7270649999700387,1,765.38,0.0,0.0,0.0,0.0,0.0
167,1998-01-04,1581.53,25.933649065761927,52.291301201321765,-22.401022663971176,1.5139120818844494,1,765.38,0.0,0.0,0.0,0.0,0.0
168,1998-01-11,1503.22,23.39836478876563,44.12643294039941,-23.955140965951628,2.7596433388053443,1,765.38,0.0,0.0,0.0,0.0,0.0
169,1998-01-18,1562.88,29.51583986588088,50.47136272610522,-20.171451384405568,1.992853386721427,1,765.38,0.0,0.0,0.0,0.0,0.0
170,1998-01-25,1575.93,30.496896572669062,51.761761114769044,-16.169040984674552,1.9790241805877526,1,765.38,0.0,0.0,0.0,0.0,0.0
171,1998-02-01,1619.36,53.235387938169744,55.881348015431385,-10.26372043840993,2.9212348447457375,1,765.38,0.0,0.0,0.0,0.0,0.0
172,1998-02-08,1694.35,74.11695322092037,61.927413110741725,-1.4377807738064092,3.748950827092875,1,765.38,0.0,0.0,0.0,0.0,0.0
173,1998-02-15,1710.42,92.21313414011104,63.09459298453684,4.999216272064462,3.512849135944924,1,765.38,0.0,0.0,0.0,0.0,0.0
174,1998-02-22,1728.13,97.93600156695675,64.39022595020433,9.69469908778473,3.3779997813564577,1,765.38,0.0,0.0,0.0,0.0,0.0
175,1998-03-01,1770.51,97.51897371049768,67.34465360385343,14.6047751407908,3.4431890475757996,1,765.38,0.0,0.0,0.0,0.0,0.0
176,1998-03-08,1753.49,94.97599641169067,65.01184079321155,15.567903309794275,3.5149784139002547,1,765.38,0.0,0.0,0.0,0.0,0.0
177,1998-03-15,1771.66,94.17848049539498,66.35188036250054,16.2169334291166,3.5384273291880284,1,765.38,0.0,0.0,0.0,0.0,0.0
178,1998-03-22,1789.16,93.82003204834565,67.63748263031168,16.555350238271437,3.5491391464409756,1,765.38,0.0,0.0,0.0,0.0,0.0
179,1998-03-29,1823.62,95.46071501914373,70.06306006725728,17.72595486020154,3.51761109482836,1,765.38,0.0,0.0,0.0,0.0,0.0
180,1998-04-05,1855.4,95.86018976638081,72.13712379354197,19.1453612766584,3.516687344164386,1,765.38,0.0,0.0,0.0,0.0,0.0
181,1998-04-12,1820.24,93.80999986398002,66.63656338743435,16.330713641012167,3.5481646058939584,1,765.38,0.0,0.0,0.0,0.0,0.0
182,1998-04-19,1866.6,95.31230107991861,69.89606112362628,16.174986387474938,3.511316573682333,1,765.38,0.0,0.0,0.0,0.0,0.0
183,1998-04-26,1868.96,90.58891937505093,70.05643611745725,14.849139123736094,3.6202484585957184,1,765.38,0.0,0.0,0.0,0.0,0.0
184,1998-05-03,1873.44,89.19245377537435,70.37903527030099,12.9608356665766,3.64888589644299,1,765.38,0.0,0.0,0.0,0.0,0.0
185,1998-05-10,1864.37,82.02260920373513,68.76380810562561,9.924713840545252,3.860831627463387,1,765.38,0.0,0.0,0.0,0.0,0.0
186,1998-05-17,1846.77,76.06866930520245,65.61681694064633,5.761335118145624,3.8727434133610967,1,765.38,0.0,0.0,0.0,0.0,0.0
187,1998-05-24,1805.0,62.95207130164321,58.74540483311121,-0.4459393786227679,3.694374034709625,1,765.38,0.0,0.0,0.0,0.0,0.0
188,1998-05-31,1778.87,47.320348338501255,54.87409587647453,-6.6097679156123945,2.2979789929075367,1,765.38,0.0,0.0,0.0,0.0,0.0
189,1998-06-07,1782.92,36.64021048918985,55.36507053974767,-10.482165197432593,1.632981203230331,1,765.38,0.0,0.0,0.0,0.0,0.0
